request_id,date,hospital,region,blood_type,units_requested,urgency,reason,fulfilled,response_time_min,donors_matched
REQ-2023-01549,2023-10-01,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,high,Scheduled Transfusion,1,5,9
REQ-2023-01550,2023-11-22,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,5,high,Chronic Disease Treatment,1,32,3
REQ-2023-01551,2023-04-14,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,medium,Scheduled Transfusion,0,,0
REQ-2024-01552,2024-04-03,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,4,high,Maternal Care,1,22,12
REQ-2025-01553,2025-02-25,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,3,low,Accident Emergency,0,,0
REQ-2023-01554,2023-12-10,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,5,low,Chronic Disease Treatment,1,23,5
REQ-2024-01555,2024-11-26,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,6,high,Organ Transplant,1,45,7
REQ-2024-01556,2024-04-08,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B-,7,critical,Post-Operative Care,0,,0
REQ-2025-01557,2025-02-03,CHU Souss Massa,Souss-Massa,B+,5,high,Maternal Care,1,16,5
REQ-2024-01558,2024-11-28,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,6,medium,Maternal Care,1,30,12
REQ-2025-01559,2025-02-25,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,low,Accident Emergency,1,6,6
REQ-2025-01560,2025-09-25,Hôpital Régional Oujda,Oriental,B+,1,low,Burn Treatment,1,13,5
REQ-2025-01561,2025-06-04,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,3,medium,Accident Emergency,1,19,3
REQ-2026-01562,2026-02-28,CHU Mohammed VI,Marrakech-Safi,A+,5,high,Emergency Surgery,0,,0
REQ-2025-01563,2025-03-04,CHU Hassan II,Fès-Meknès,A+,3,high,Emergency Surgery,1,28,9
REQ-2024-01564,2024-12-17,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,1,low,Emergency Surgery,1,13,7
REQ-2023-01565,2023-09-30,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,4,medium,Accident Emergency,1,31,2
REQ-2023-01566,2023-04-14,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,1,high,Organ Transplant,1,3,12
REQ-2024-01567,2024-05-04,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,high,Scheduled Transfusion,1,45,11
REQ-2024-01568,2024-01-24,CHU Ibn Rochd,Casablanca-Settat,B-,4,medium,Burn Treatment,0,,0
REQ-2024-01569,2024-04-20,CHU Hassan II,Fès-Meknès,O+,3,high,Maternal Care,1,58,7
REQ-2024-01570,2024-02-17,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,high,Chronic Disease Treatment,0,,0
REQ-2025-01571,2025-06-28,Hôpital Régional Oujda,Oriental,A+,5,medium,Organ Transplant,1,8,10
REQ-2025-01572,2025-10-18,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,3,high,Scheduled Transfusion,1,8,12
REQ-2024-01573,2024-03-04,CHU Mohammed VI,Marrakech-Safi,O+,5,medium,Chronic Disease Treatment,1,57,8
REQ-2025-01574,2025-03-18,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,10,critical,Emergency Surgery,1,20,4
REQ-2026-01575,2026-01-31,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,critical,Scheduled Transfusion,1,36,11
REQ-2023-01576,2023-01-29,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,6,high,Emergency Surgery,1,40,6
REQ-2025-01577,2025-12-04,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,AB+,2,high,Emergency Surgery,1,42,2
REQ-2025-01578,2025-02-09,CHU Mohammed VI,Marrakech-Safi,O+,4,critical,Chronic Disease Treatment,1,10,2
REQ-2025-01579,2025-07-11,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,3,critical,Chronic Disease Treatment,0,,0
REQ-2023-01580,2023-01-21,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,low,Post-Operative Care,1,17,2
REQ-2025-01581,2025-10-01,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,6,high,Emergency Surgery,1,60,9
REQ-2024-01582,2024-07-18,CHU Souss Massa,Souss-Massa,O+,3,critical,Accident Emergency,0,,0
REQ-2025-01583,2025-04-04,Hôpital Régional Oujda,Oriental,O+,6,high,Chronic Disease Treatment,0,,0
REQ-2025-01584,2025-03-20,CHU Hassan II,Fès-Meknès,O+,1,high,Pediatric Care,0,,0
REQ-2025-01585,2025-04-02,CHU Souss Massa,Souss-Massa,O+,1,low,Post-Operative Care,1,33,2
REQ-2023-01586,2023-09-22,CHU Ibn Rochd,Casablanca-Settat,O+,4,low,Burn Treatment,1,10,7
REQ-2023-01587,2023-03-22,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A-,3,high,Emergency Surgery,1,60,11
REQ-2024-01588,2024-05-14,CHU Ibn Rochd,Casablanca-Settat,O+,8,critical,Organ Transplant,1,15,12
REQ-2023-01589,2023-08-29,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,4,high,Maternal Care,1,44,6
REQ-2024-01590,2024-04-07,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,1,critical,Burn Treatment,0,,0
REQ-2024-01591,2024-12-12,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,6,medium,Organ Transplant,1,11,11
REQ-2024-01592,2024-04-27,CHU Souss Massa,Souss-Massa,O+,5,high,Emergency Surgery,1,56,1
REQ-2024-01593,2024-07-09,CHU Mohammed VI,Marrakech-Safi,A+,8,critical,Maternal Care,1,35,1
REQ-2023-01594,2023-12-12,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,medium,Emergency Surgery,1,15,2
REQ-2025-01595,2025-11-09,CHU Souss Massa,Souss-Massa,O+,5,medium,Scheduled Transfusion,1,13,12
REQ-2025-01596,2025-08-10,CHU Ibn Rochd,Casablanca-Settat,B-,4,low,Chronic Disease Treatment,1,10,9
REQ-2025-01597,2025-07-01,Hôpital Régional Oujda,Oriental,O+,6,low,Chronic Disease Treatment,1,47,6
REQ-2023-01598,2023-02-13,CHU Ibn Rochd,Casablanca-Settat,O+,4,medium,Organ Transplant,1,27,2
REQ-2024-01599,2024-06-21,CHU Ibn Rochd,Casablanca-Settat,A+,4,low,Burn Treatment,1,39,1
REQ-2025-01600,2025-05-29,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,1,high,Emergency Surgery,0,,0
REQ-2023-01601,2023-01-23,CHU Souss Massa,Souss-Massa,B+,6,low,Burn Treatment,0,,0
REQ-2024-01602,2024-02-21,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,6,medium,Maternal Care,1,5,7
REQ-2024-01603,2024-03-29,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,medium,Post-Operative Care,1,52,5
REQ-2026-01604,2026-01-29,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,medium,Chronic Disease Treatment,1,56,8
REQ-2023-01605,2023-06-13,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,4,high,Burn Treatment,1,33,5
REQ-2024-01606,2024-12-18,Hôpital Régional Oujda,Oriental,B+,2,high,Chronic Disease Treatment,1,59,9
REQ-2023-01607,2023-08-17,CHU Mohammed VI,Marrakech-Safi,O-,10,critical,Emergency Surgery,1,26,7
REQ-2026-01608,2026-01-05,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,medium,Post-Operative Care,0,,0
REQ-2023-01609,2023-09-29,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,critical,Organ Transplant,1,8,9
REQ-2023-01610,2023-08-06,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,6,low,Maternal Care,1,51,3
REQ-2023-01611,2023-04-29,CHU Souss Massa,Souss-Massa,O+,1,critical,Chronic Disease Treatment,1,56,11
REQ-2025-01612,2025-08-01,CHU Souss Massa,Souss-Massa,A+,4,low,Chronic Disease Treatment,0,,0
REQ-2023-01613,2023-04-22,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,6,low,Organ Transplant,1,47,4
REQ-2023-01614,2023-08-02,CHU Hassan II,Fès-Meknès,O+,3,medium,Pediatric Care,1,37,9
REQ-2025-01615,2025-07-06,Hôpital Régional Oujda,Oriental,A+,2,low,Burn Treatment,1,53,5
REQ-2024-01616,2024-12-27,Hôpital Régional Oujda,Oriental,O+,1,medium,Scheduled Transfusion,1,50,10
REQ-2026-01617,2026-01-31,CHU Hassan II,Fès-Meknès,O+,1,medium,Pediatric Care,0,,0
REQ-2025-01618,2025-01-12,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,6,low,Post-Operative Care,1,51,11
REQ-2026-01619,2026-01-10,CHU Hassan II,Fès-Meknès,O+,6,medium,Maternal Care,1,39,12
REQ-2023-01620,2023-04-28,CHU Souss Massa,Souss-Massa,B+,1,low,Post-Operative Care,1,10,6
REQ-2025-01621,2025-10-01,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,2,high,Maternal Care,1,28,7
REQ-2024-01622,2024-12-07,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,3,low,Accident Emergency,1,29,2
REQ-2023-01623,2023-12-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,low,Pediatric Care,1,5,8
REQ-2025-01624,2025-05-30,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,3,medium,Maternal Care,1,49,5
REQ-2026-01625,2026-01-05,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,3,medium,Post-Operative Care,1,16,8
REQ-2024-01626,2024-02-24,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,5,critical,Post-Operative Care,1,35,3
REQ-2023-01627,2023-05-28,CHU Ibn Rochd,Casablanca-Settat,A+,5,medium,Scheduled Transfusion,0,,0
REQ-2025-01628,2025-06-20,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,8,critical,Pediatric Care,1,4,6
REQ-2023-01629,2023-07-10,CHU Ibn Rochd,Casablanca-Settat,O+,4,low,Pediatric Care,1,32,4
REQ-2023-01630,2023-08-01,CHU Hassan II,Fès-Meknès,A+,1,medium,Pediatric Care,0,,0
REQ-2023-01631,2023-01-30,CHU Mohammed VI,Marrakech-Safi,A+,3,medium,Organ Transplant,0,,0
REQ-2025-01632,2025-05-03,CHU Hassan II,Fès-Meknès,AB+,3,critical,Post-Operative Care,1,17,2
REQ-2025-01633,2025-02-01,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,6,medium,Scheduled Transfusion,1,34,7
REQ-2024-01634,2024-10-08,CHU Ibn Rochd,Casablanca-Settat,A+,6,medium,Pediatric Care,1,36,2
REQ-2023-01635,2023-01-13,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,6,low,Emergency Surgery,1,46,10
REQ-2023-01636,2023-09-21,CHU Ibn Rochd,Casablanca-Settat,O-,8,critical,Scheduled Transfusion,1,55,8
REQ-2023-01637,2023-08-14,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,3,medium,Maternal Care,0,,0
REQ-2023-01638,2023-11-29,CHU Hassan II,Fès-Meknès,B+,1,critical,Scheduled Transfusion,1,50,8
REQ-2025-01639,2025-04-17,CHU Mohammed VI,Marrakech-Safi,A+,4,low,Scheduled Transfusion,1,12,7
REQ-2023-01640,2023-02-04,CHU Souss Massa,Souss-Massa,O+,4,high,Maternal Care,1,45,9
REQ-2025-01641,2025-03-22,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O-,2,medium,Post-Operative Care,1,39,8
REQ-2023-01642,2023-07-16,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,medium,Burn Treatment,1,16,2
REQ-2025-01643,2025-09-29,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,3,high,Emergency Surgery,1,37,5
REQ-2024-01644,2024-06-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,3,low,Organ Transplant,1,21,5
REQ-2023-01645,2023-07-24,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,4,critical,Post-Operative Care,1,8,4
REQ-2023-01646,2023-07-01,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,low,Emergency Surgery,1,38,11
REQ-2024-01647,2024-08-14,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,medium,Accident Emergency,1,6,9
REQ-2025-01648,2025-02-19,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,2,low,Maternal Care,1,7,3
REQ-2025-01649,2025-01-24,CHU Souss Massa,Souss-Massa,B+,4,high,Maternal Care,1,5,2
REQ-2023-01650,2023-09-07,CHU Souss Massa,Souss-Massa,O+,3,low,Accident Emergency,1,6,12
REQ-2026-01651,2026-02-27,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,6,medium,Scheduled Transfusion,1,3,7
REQ-2023-01652,2023-02-02,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A-,6,medium,Chronic Disease Treatment,1,19,10
REQ-2023-01653,2023-06-17,CHU Souss Massa,Souss-Massa,O+,3,low,Accident Emergency,1,46,3
REQ-2023-01654,2023-09-25,CHU Hassan II,Fès-Meknès,B+,6,medium,Maternal Care,1,9,12
REQ-2025-01655,2025-04-16,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,2,high,Chronic Disease Treatment,1,60,6
REQ-2025-01656,2025-08-09,CHU Ibn Rochd,Casablanca-Settat,O-,1,low,Burn Treatment,1,58,9
REQ-2025-01657,2025-07-10,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,3,medium,Chronic Disease Treatment,0,,0
REQ-2024-01658,2024-10-02,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,3,critical,Accident Emergency,1,30,8
REQ-2025-01659,2025-07-22,CHU Ibn Rochd,Casablanca-Settat,B+,3,high,Burn Treatment,1,22,12
REQ-2023-01660,2023-11-19,CHU Mohammed VI,Marrakech-Safi,O+,4,high,Emergency Surgery,1,35,10
REQ-2023-01661,2023-04-27,CHU Souss Massa,Souss-Massa,O+,1,high,Maternal Care,1,51,5
REQ-2025-01662,2025-10-17,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,high,Emergency Surgery,1,22,9
REQ-2025-01663,2025-08-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,6,critical,Pediatric Care,1,52,3
REQ-2025-01664,2025-08-21,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,medium,Chronic Disease Treatment,1,17,9
REQ-2024-01665,2024-07-06,CHU Souss Massa,Souss-Massa,O+,8,critical,Burn Treatment,0,,0
REQ-2023-01666,2023-11-13,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,low,Post-Operative Care,1,46,3
REQ-2023-01667,2023-06-12,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,5,low,Emergency Surgery,1,25,4
REQ-2024-01668,2024-07-08,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,AB+,1,medium,Scheduled Transfusion,1,25,4
REQ-2023-01669,2023-08-18,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,9,critical,Emergency Surgery,1,41,8
REQ-2023-01670,2023-08-18,CHU Hassan II,Fès-Meknès,O+,1,low,Scheduled Transfusion,0,,0
REQ-2025-01671,2025-04-12,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,6,low,Maternal Care,1,32,7
REQ-2023-01672,2023-09-21,CHU Ibn Rochd,Casablanca-Settat,AB-,5,medium,Pediatric Care,0,,0
REQ-2023-01673,2023-09-27,CHU Hassan II,Fès-Meknès,O+,1,medium,Post-Operative Care,1,48,5
REQ-2024-01674,2024-10-07,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,1,medium,Emergency Surgery,1,36,10
REQ-2024-01675,2024-05-10,CHU Ibn Rochd,Casablanca-Settat,B+,1,high,Organ Transplant,1,45,5
REQ-2024-01676,2024-06-07,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,high,Post-Operative Care,1,15,8
REQ-2024-01677,2024-10-17,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,4,medium,Organ Transplant,1,30,1
REQ-2024-01678,2024-06-15,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,2,high,Accident Emergency,1,56,6
REQ-2024-01679,2024-06-20,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,medium,Scheduled Transfusion,1,29,2
REQ-2023-01680,2023-12-08,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,5,low,Emergency Surgery,1,31,8
REQ-2024-01681,2024-10-17,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,4,high,Post-Operative Care,1,5,6
REQ-2024-01682,2024-02-29,Hôpital Régional Oujda,Oriental,AB+,8,critical,Maternal Care,1,39,4
REQ-2024-01683,2024-07-07,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,4,high,Burn Treatment,1,21,6
REQ-2025-01684,2025-12-14,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O-,5,medium,Maternal Care,1,45,4
REQ-2023-01685,2023-11-25,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,2,medium,Post-Operative Care,1,56,9
REQ-2023-01686,2023-04-25,CHU Mohammed VI,Marrakech-Safi,O+,2,critical,Post-Operative Care,1,3,7
REQ-2023-01687,2023-03-07,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,4,low,Post-Operative Care,1,15,10
REQ-2025-01688,2025-02-03,Hôpital Régional Oujda,Oriental,O+,1,medium,Burn Treatment,1,45,2
REQ-2023-01689,2023-02-26,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,6,low,Accident Emergency,1,60,10
REQ-2025-01690,2025-04-23,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,6,low,Maternal Care,1,19,9
REQ-2023-01691,2023-12-08,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,low,Post-Operative Care,1,16,4
REQ-2024-01692,2024-09-23,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,1,low,Maternal Care,1,4,1
REQ-2025-01693,2025-05-30,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,2,medium,Burn Treatment,1,20,4
REQ-2026-01694,2026-01-05,CHU Mohammed VI,Marrakech-Safi,O+,5,medium,Post-Operative Care,1,52,5
REQ-2023-01695,2023-04-17,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,4,medium,Organ Transplant,1,11,8
REQ-2024-01696,2024-08-13,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,9,critical,Accident Emergency,1,42,4
REQ-2025-01697,2025-05-24,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,high,Emergency Surgery,1,21,12
REQ-2024-01698,2024-01-24,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A-,6,high,Emergency Surgery,1,39,1
REQ-2025-01699,2025-10-18,CHU Mohammed VI,Marrakech-Safi,O+,1,medium,Chronic Disease Treatment,1,30,6
REQ-2023-01700,2023-09-07,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,AB+,2,low,Post-Operative Care,1,12,8
REQ-2023-01701,2023-10-16,CHU Souss Massa,Souss-Massa,O+,2,low,Organ Transplant,1,42,1
REQ-2024-01702,2024-08-16,CHU Mohammed VI,Marrakech-Safi,A+,1,high,Burn Treatment,1,51,8
REQ-2023-01703,2023-02-14,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,2,low,Organ Transplant,1,42,11
REQ-2024-01704,2024-05-23,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,10,critical,Scheduled Transfusion,1,28,4
REQ-2025-01705,2025-12-14,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,4,low,Chronic Disease Treatment,0,,0
REQ-2023-01706,2023-04-06,CHU Hassan II,Fès-Meknès,A+,5,medium,Chronic Disease Treatment,1,7,11
REQ-2025-01707,2025-12-17,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A-,7,critical,Scheduled Transfusion,1,13,6
REQ-2025-01708,2025-10-20,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,medium,Maternal Care,1,58,11
REQ-2024-01709,2024-06-30,CHU Hassan II,Fès-Meknès,A+,3,critical,Accident Emergency,1,29,8
REQ-2025-01710,2025-05-28,CHU Souss Massa,Souss-Massa,AB-,6,medium,Pediatric Care,1,57,8
REQ-2024-01711,2024-08-28,CHU Mohammed VI,Marrakech-Safi,B+,5,low,Pediatric Care,1,45,4
REQ-2024-01712,2024-08-17,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,5,critical,Burn Treatment,1,56,6
REQ-2023-01713,2023-07-30,CHU Mohammed VI,Marrakech-Safi,A+,7,critical,Post-Operative Care,1,5,12
REQ-2023-01714,2023-01-23,CHU Ibn Rochd,Casablanca-Settat,B+,5,high,Pediatric Care,1,18,10
REQ-2024-01715,2024-10-11,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,low,Maternal Care,1,55,10
REQ-2024-01716,2024-10-01,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,4,medium,Pediatric Care,1,32,3
REQ-2023-01717,2023-11-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,3,high,Pediatric Care,1,33,5
REQ-2024-01718,2024-02-17,CHU Hassan II,Fès-Meknès,A-,4,low,Pediatric Care,1,48,3
REQ-2025-01719,2025-04-22,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,6,low,Accident Emergency,1,58,10
REQ-2024-01720,2024-03-02,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,5,medium,Maternal Care,1,6,6
REQ-2024-01721,2024-11-02,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,5,medium,Chronic Disease Treatment,1,42,4
REQ-2023-01722,2023-05-01,CHU Hassan II,Fès-Meknès,O+,1,low,Burn Treatment,1,38,9
REQ-2026-01723,2026-01-09,CHU Hassan II,Fès-Meknès,O+,4,low,Pediatric Care,1,10,10
REQ-2023-01724,2023-12-06,CHU Hassan II,Fès-Meknès,B+,3,medium,Pediatric Care,0,,0
REQ-2024-01725,2024-10-09,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,3,medium,Scheduled Transfusion,0,,0
REQ-2023-01726,2023-08-28,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,2,medium,Post-Operative Care,1,34,9
REQ-2024-01727,2024-09-05,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,2,low,Accident Emergency,1,15,2
REQ-2023-01728,2023-11-01,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,medium,Organ Transplant,1,6,3
REQ-2024-01729,2024-02-24,CHU Ibn Rochd,Casablanca-Settat,B-,1,low,Burn Treatment,0,,0
REQ-2023-01730,2023-07-20,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Burn Treatment,1,28,7
REQ-2023-01731,2023-07-06,Hôpital Régional Oujda,Oriental,A+,4,high,Pediatric Care,1,43,9
REQ-2026-01732,2026-02-06,CHU Souss Massa,Souss-Massa,O+,6,high,Post-Operative Care,1,38,1
REQ-2025-01733,2025-07-18,CHU Ibn Rochd,Casablanca-Settat,O+,4,low,Post-Operative Care,1,10,9
REQ-2025-01734,2025-10-23,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,5,low,Maternal Care,1,55,10
REQ-2025-01735,2025-06-30,CHU Souss Massa,Souss-Massa,B+,3,low,Pediatric Care,0,,0
REQ-2025-01736,2025-07-21,CHU Mohammed VI,Marrakech-Safi,B+,1,high,Post-Operative Care,1,10,1
REQ-2025-01737,2025-06-22,CHU Hassan II,Fès-Meknès,O+,1,high,Scheduled Transfusion,1,55,10
REQ-2024-01738,2024-02-10,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,4,medium,Organ Transplant,1,36,4
REQ-2024-01739,2024-03-18,Hôpital Régional Oujda,Oriental,O+,4,high,Accident Emergency,1,45,12
REQ-2023-01740,2023-01-22,CHU Souss Massa,Souss-Massa,O+,6,low,Chronic Disease Treatment,1,28,10
REQ-2026-01741,2026-01-24,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,2,medium,Pediatric Care,1,44,8
REQ-2025-01742,2025-11-19,CHU Mohammed VI,Marrakech-Safi,B+,3,medium,Chronic Disease Treatment,1,29,11
REQ-2023-01743,2023-07-24,CHU Hassan II,Fès-Meknès,O+,6,high,Pediatric Care,1,14,3
REQ-2023-01744,2023-12-09,CHU Ibn Rochd,Casablanca-Settat,O+,10,critical,Pediatric Care,0,,0
REQ-2023-01745,2023-10-29,CHU Souss Massa,Souss-Massa,O+,5,low,Chronic Disease Treatment,1,19,10
REQ-2025-01746,2025-01-21,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,6,high,Emergency Surgery,1,4,2
REQ-2023-01747,2023-05-18,CHU Mohammed VI,Marrakech-Safi,A+,6,medium,Accident Emergency,1,34,10
REQ-2023-01748,2023-03-27,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,2,high,Accident Emergency,1,10,5
REQ-2025-01749,2025-12-14,CHU Souss Massa,Souss-Massa,O+,3,low,Emergency Surgery,1,23,5
REQ-2023-01750,2023-01-11,CHU Mohammed VI,Marrakech-Safi,A+,3,medium,Chronic Disease Treatment,1,36,6
REQ-2025-01751,2025-05-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,1,high,Emergency Surgery,1,33,2
REQ-2024-01752,2024-07-22,CHU Mohammed VI,Marrakech-Safi,B+,5,medium,Organ Transplant,1,26,5
REQ-2024-01753,2024-03-30,CHU Hassan II,Fès-Meknès,O+,4,high,Scheduled Transfusion,1,17,8
REQ-2025-01754,2025-09-29,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,4,medium,Burn Treatment,0,,0
REQ-2025-01755,2025-12-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,6,low,Scheduled Transfusion,1,31,2
REQ-2024-01756,2024-08-23,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,1,high,Accident Emergency,1,47,1
REQ-2024-01757,2024-07-08,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,4,medium,Maternal Care,1,49,4
REQ-2023-01758,2023-09-27,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,1,medium,Post-Operative Care,1,34,7
REQ-2024-01759,2024-08-22,CHU Mohammed VI,Marrakech-Safi,A+,8,critical,Burn Treatment,0,,0
REQ-2023-01760,2023-07-18,Hôpital Régional Oujda,Oriental,AB+,4,medium,Organ Transplant,0,,0
REQ-2025-01761,2025-04-02,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,1,critical,Post-Operative Care,1,60,7
